All Tips,Altmetric,Assessor,Citations,DOI,Detector,Doctype,PubPeer Users,Publisher,Title,Tortured Phrases,Venue,Year
5,0,Invitation for human assessors,0,10.1109/iccubea.2018.8697469,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Novel Architecture of Hybrid Wavelet Techniques Used by CBIR System for Microsoft Azure Public Cloud SaaS Model,cross-breed system • exactness and review • extricated highlights • highlight extraction • highlights are extricated,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),2018
5,0,Invitation for human assessors,0,10.1109/icacci.2018.8554505,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Performance Evaluation of Advanced Classification Models on Spatial Location Based Shimmer2 Sensor Data Sets,choice tree • genuine esteemed • prescient model • symphonious mean • vitality utilization,"2018 International Conference on Advances in Computing, Communications and Informatics (ICACCI)",2018
5,0,Invitation for human assessors,0,10.1109/icoei.2018.8553742,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Improving the Node Efficiency Using Cryptographic Technique,directing convention • specially appointed system • steering convention • vitality sparing • vitality utilization,2018 2nd International Conference on Trends in Electronics and Informatics (ICOEI),2018
5,0,Invitation for human assessors,0,10.1109/icicct.2018.8473129,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Deep Learning Approach for sleuthing Disease-Treatment Relations in brief Texts,back likelihood • exactness accuracy~5 • preparation information • prescient model • content arrangement AND classification,2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT),2018
5,0,Invitation for human assessors,0,10.1109/iss1.2017.8389429,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Review on Technical-Economic Aspects of Grid Connected Hybrid Renewable Energy Power System,dispersed age • hereditary algorithm • keen lattice • vitality productivity • vitality utilization,2017 International Conference on Intelligent Sustainable Systems (ICISS),2017
5,0,Invitation for human assessors,0,10.1109/iss1.2017.8389328,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Hybrid Approach for Secure Communication over LTE VANET in Urban Road Scenario,cross-breed system • specially appointed system,2017 International Conference on Intelligent Sustainable Systems (ICISS),2017
5,1,Invitation for human assessors,0,10.1109/cesys.2017.8321187,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Adaptive Approach of Image Fusion (HSI and Wavelet Approaches) for Information Refinement in Multi Image,Fourier change • Wavelet change • restorative imaging • square blunder • wavelet decay,2017 2nd International Conference on Communication and Electronics Systems (ICCES),2017
5,0,Invitation for human assessors,0,10.1109/iccpeic.2017.8290403,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Extend Your Journey: Considering Signal Strength and Fluctuation in Location-Based Applications,vitality effective • vitality productivity • vitality utilization,"2017 International Conference on Computation of Power, Energy Information and Commuincation (ICCPEIC)",2017
5,0,Invitation for human assessors,0,10.1109/iccsp.2017.8286687,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A New Multimodal Brain Tumour Image Fusion for Pre-Processing of Medical Image Database,Wavelet change • attractive reverberation • fortify vector machine • processed tomography (CT) • time and recurrence space,2017 International Conference on Communication and Signal Processing (ICCSP),2017
5,0,Invitation for human assessors,0,10.1109/iceeccot.2017.8284613,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Design & Analysis of Super Agent Node to Detect Malignant Nodes Through Occasion-Based Conviction Representation in Wireless Sensor Networks,back likelihood • bunching clustering~20 • malignant hub • noxious hub • vitality utilization,"2017 International Conference on Electrical, Electronics, Communication, Computer, and Optimization Techniques (ICEECCOT)",2017
5,0,Invitation for human assessors,0,10.1109/icices.2017.8070761,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Improving the Spectrum Aware Mobility Management in Cognitive Radio Network,parcel misfortune • specially appointed system • steering convention • vitality utilization • steering table AND network,2017 International Conference on Information Communication and Embedded Systems (ICICES),2017
5,0,Invitation for human assessors,0,10.1109/wocn.2016.7759897,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Diverse Execution Dimensions for Information Conveyance in Distant Sensor Systems,leftover vitality • remaining vitality • steering convention • vitality utilization • worldwide situating framework,2016 Thirteenth International Conference on Wireless and Optical Communications Networks (WOCN),2016
4,3,Invitation for human assessors,33,10.1109/access.2021.3059858,"clayFeet, tortured",article,–,Institute of Electrical and Electronics Engineers (IEEE),A Review on the Role of Machine Learning in Enabling IoT Based Healthcare Applications,K-closest neighbors • layer yields AND neural network,IEEE Access,2021
4,0,Invitation for human assessors,27,10.1109/icct46177.2019.8969048,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Survey of Botnet in Cyber Security,DDoS assault • choice tree • getting to know algorithm • high-exactness,2019 2nd International Conference on Intelligent Communication and Computational Techniques (ICCT),2020
4,0,Invitation for human assessors,17,10.1109/jsen.2021.3055618,"clayFeet, tortured",article,–,Institute of Electrical and Electronics Engineers (IEEE),Artificial Intelligence-Based Sensors for Next Generation IoT Applications: A Review,man-made brainpower • man-made reasoning,IEEE Sensors Journal,2021
4,0,Invitation for human assessors,17,10.1109/icoei.2017.8300791,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Temperature and Heart Beat Monitoring System Using IOT,blunder rate • keen gadget • patient gathering • shrewd gadget,2017 International Conference on Trends in Electronics and Informatics (ICEI),2017
4,0,Invitation for human assessors,17,10.1109/icict48043.2020.9112443,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Heart Disease Prediction Using Deep Neural Network,back vector machine • neural organize • supply route AND artery • preparing information AND (training set OR training dataset),2020 International Conference on Inventive Computation Technologies (ICICT),2020
4,0,Invitation for human assessors,16,10.1109/icscee.2018.8538423,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),"Identification of Age, Gender, & Race SMT (Scare, Marks, Tattoos) from Unconstrained Facial Images Using Statistical Techniques",highlight extraction • highlights are extricated • mean outright mistake • pre-preparing,2018 International Conference on Smart Computing and Electronic Enterprise (ICSCEE),2018
4,0,Invitation for human assessors,14,10.1109/i-smac.2018.8653669,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Overview of the Challenges and Applications towards Web Mining,bolster vector machine • help vector machine,"2018 2nd International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC), 2018 2nd International Conference on",2018
4,0,Invitation for human assessors,14,10.1109/ispcc.2015.7375008,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Distance Adaptive Threshold Sensitive Energy Efficient Sensor Network (DAPTEEN) Protocol in WSN,cross-breed system • directing convention • vitality effective • vitality utilization,"2015 International Conference on Signal Processing, Computing and Control (ISPCC)",2015
4,0,Invitation for human assessors,14,10.1109/aic-mitcsa.2016.7759934,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),"Review and Performance Comparison of VANET Protocols: AODV, DSR, OLSR, DYMO, DSDV & ZRP",directing convention • self sorting out • steering convention • steering table AND network,2016 Al-Sadeq International Conference on Multidisciplinary in IT and Communication Science and Applications (AIC-MITCSA),2016
4,0,Invitation for human assessors,14,10.1109/icpeices.2016.7853347,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Detection of Lung Cancer Cells Using Image Processing Techniques,driving reason • k-implies bunching • k-implies grouping • supply route AND artery,"2016 IEEE 1st International Conference on Power Electronics, Intelligent Control and Energy Systems (ICPEICES)",2016
4,0,Invitation for human assessors,13,10.1109/iconstem.2017.8261267,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Efficient Approach for Automatic License Plate Recognition System,highlight extraction • locale of intrigue • motivation commotion • pre-preparing,2017 Third International Conference on Science Technology Engineering & Management (ICONSTEM),2017
